  8  16    0.737   37.10  0.005 1.145274e+03 5.437932e+01 O'Connell:1987ag
  8  16    0.737   37.10  0.015 2.072565e+03 9.286002e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.025 4.294244e+03 1.720724e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.045 1.069533e+04 6.362957e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.055 1.362179e+04 7.386101e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.065 1.566595e+04 8.562046e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.085 2.359134e+04 4.783858e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.095 2.620867e+04 5.286609e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.105 2.736528e+04 4.896991e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.115 2.676651e+04 1.077763e+03 O'Connell:1987ag
  8  16    0.737   37.10  0.125 2.750357e+04 6.717801e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.135 2.864351e+04 8.384742e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.145 2.334026e+04 7.864340e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.165 2.054571e+04 6.587918e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.175 1.620420e+04 4.157587e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.195 1.189352e+04 6.028586e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.205 9.845611e+03 5.369455e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.215 9.780346e+03 5.247376e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.225 9.684979e+03 5.524420e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.235 9.465869e+03 5.286224e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.245 7.550561e+03 5.051374e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.255 8.699222e+03 4.518011e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.265 9.082392e+03 4.542263e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.275 8.347293e+03 4.661163e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.285 1.053541e+04 5.947030e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.295 9.777702e+03 4.146686e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.305 1.155415e+04 5.196829e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.315 1.090209e+04 5.096803e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.325 1.054513e+04 5.257814e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.335 1.156878e+04 5.789788e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.345 1.160804e+04 4.127202e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.365 1.277601e+04 5.222418e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.375 1.211411e+04 7.427255e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.385 1.209115e+04 5.704618e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.405 1.169767e+04 4.996077e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.415 1.184870e+04 5.668907e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.425 1.087115e+04 5.057672e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.435 1.125201e+04 8.026966e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.445 1.056200e+04 5.826770e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.455 1.064251e+04 8.006067e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.465 1.028915e+04 4.160326e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.475 9.250337e+03 6.439489e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.485 8.978261e+03 8.670644e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.495 7.948388e+03 4.155895e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.505 8.269516e+03 5.469043e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.515 8.277872e+03 5.741224e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.525 8.099373e+03 6.452941e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.545 8.073712e+03 8.653318e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.565 4.407392e+03 9.898168e+02 O'Connell:1987ag
  8  16    0.737   37.10  0.595 6.908552e+03 2.205562e+03 O'Connell:1987ag
  8  16    0.737   37.10  0.605 7.510988e+03 1.602130e+03 O'Connell:1987ag
  8  16    0.737   37.10  0.615 7.673268e+03 1.399119e+03 O'Connell:1987ag
  8  16    0.737   37.10  0.625 5.116644e+03 2.015953e+03 O'Connell:1987ag
