  6  12   0.961  37.500   0.073  7.4640e+02  8.3040e+01 Sealock:1989nx 
  6  12   0.961  37.500   0.083  1.1450e+03  7.9320e+01 Sealock:1989nx 
  6  12   0.961  37.500   0.093  1.5960e+03  9.3120e+01 Sealock:1989nx 
  6  12   0.961  37.500   0.103  2.2210e+03  1.0820e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.113  2.8610e+03  1.2420e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.123  3.4820e+03  1.3580e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.133  4.1660e+03  1.2960e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.143  5.1670e+03  1.3270e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.153  5.2980e+03  1.9430e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.163  5.7300e+03  2.0140e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.173  6.3830e+03  2.0990e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.183  6.6380e+03  1.8120e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.193  6.7900e+03  1.5200e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.203  6.6010e+03  1.6620e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.213  6.1550e+03  2.0150e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.223  6.0130e+03  1.9900e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.233  5.8130e+03  1.7200e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.243  5.3220e+03  1.2230e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.253  4.8130e+03  1.4390e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.263  4.4030e+03  1.4690e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.273  3.9130e+03  1.3670e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.283  3.9640e+03  1.1390e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.293  3.6140e+03  9.3960e+01 Sealock:1989nx 
  6  12   0.961  37.500   0.303  3.6220e+03  1.2200e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.313  3.3410e+03  1.1750e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.323  3.4360e+03  1.1880e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.333  3.5470e+03  8.6760e+01 Sealock:1989nx 
  6  12   0.961  37.500   0.343  3.4000e+03  1.1230e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.353  3.7310e+03  1.2940e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.363  3.7040e+03  1.2780e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.373  3.9060e+03  1.0030e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.383  4.0570e+03  1.2820e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.393  4.1320e+03  1.4360e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.403  4.0810e+03  1.4230e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.413  4.3440e+03  1.0420e+02 Sealock:1989nx 
  6  12   0.961  37.500   0.423  4.1120e+03  1.4260e+02 Sealock:1989nx 
