  Detailed A1p data
  
  W**2 > 4 GeV**2  (DIS region)
  Additional normalisation uncertainty = 3.7% (proton).

   x     Q**2     E      A1p       Errors    
        GeV**2   Gev            stat     sys 

 0.024   0.51   16.2    0.091   0.027   0.014
 0.027   0.55   16.2    0.085   0.026   0.013
 0.027   1.17   29.1   -0.034   0.068   0.010
 0.031   0.59   16.2    0.084   0.026   0.012
 0.031   1.27   29.1    0.063   0.034   0.009
 0.035   0.31    9.7    0.093   0.037   0.018
 0.035   0.64   16.2    0.058   0.024   0.011
 0.035   1.40   29.1    0.122   0.025   0.008
 0.039   0.33    9.7    0.022   0.037   0.018
 0.039   0.68   16.2    0.072   0.024   0.011
 0.039   1.52   29.1    0.083   0.023   0.008
 0.044   0.35    9.7    0.103   0.037   0.019
 0.044   0.73   16.2    0.095   0.023   0.011
 0.044   0.98   16.2    0.096   0.520   0.010
 0.044   1.65   29.1    0.110   0.021   0.008
 0.049   0.36    9.7    0.103   0.039   0.020
 0.049   0.78   16.2    0.146   0.024   0.011
 0.049   1.06   16.2    0.077   0.109   0.010
 0.056   0.83   16.2    0.109   0.025   0.011
 0.056   1.16   16.2    0.131   0.063   0.010
 0.056   1.92   29.1    0.129   0.020   0.008
 0.063   0.40    9.7    0.071   0.043   0.022
 0.063   0.60    9.7   -0.027   0.177   0.014
 0.063   0.87   16.2    0.155   0.027   0.012
 0.063   1.26   16.2    0.050   0.046   0.010
 0.063   2.07   29.1    0.136   0.020   0.008
 0.063   2.69   29.1    1.146   0.834   0.009
 0.071   0.41    9.7    0.088   0.049   0.023
 0.071   0.64    9.7    0.060   0.077   0.014
 0.071   0.92   16.2    0.105   0.029   0.012
 0.071   1.36   16.2    0.143   0.041   0.009
 0.071   2.22   29.1    0.149   0.020   0.008
 0.071   2.91   29.1    0.340   0.122   0.010
 0.079   0.43    9.7    0.102   0.053   0.025
 0.079   0.69    9.7    0.160   0.053   0.014
 0.079   0.97   16.2    0.120   0.031   0.013
 0.079   1.47   16.2    0.134   0.039   0.009
 0.079   2.38   29.1    0.191   0.021   0.009
 0.079   3.17   29.1    0.210   0.057   0.010
 0.090   0.44    9.7    0.057   0.055   0.027
 0.090   0.74    9.7    0.140   0.043   0.014
 0.090   1.01   16.2    0.175   0.034   0.013
 0.090   1.58   16.2    0.194   0.037   0.010
 0.090   2.53   29.1    0.160   0.023   0.010
 0.090   3.48   29.1    0.152   0.040   0.010
 0.101   0.45    9.7    0.087   0.057   0.030
 0.101   0.78    9.7    0.132   0.040   0.014
 0.101   1.06   16.2    0.217   0.037   0.012
 0.101   1.69   16.2    0.183   0.037   0.009
 0.101   2.69   29.1    0.237   0.026   0.011
 0.101   3.79   29.1    0.199   0.033   0.010
 0.113   0.47    9.7    0.167   0.059   0.033
 0.113   0.82    9.7    0.185   0.040   0.015
 0.113   1.10   16.2    0.164   0.041   0.013
 0.113   1.80   16.2    0.206   0.037   0.009
 0.113   2.84   29.1    0.243   0.028   0.012
 0.113   4.11   29.1    0.224   0.031   0.010
 0.128   0.48    9.7   -0.010   0.064   0.036
 0.128   0.86    9.7    0.129   0.041   0.015
 0.128   1.14   16.2    0.217   0.045   0.013
 0.128   1.91   16.2    0.233   0.037   0.010
 0.128   3.00   29.1    0.228   0.031   0.013
 0.128   4.44   29.1    0.243   0.031   0.010
 0.144   0.90    9.7    0.134   0.042   0.016
 0.144   1.18   16.2    0.218   0.049   0.013
 0.144   2.03   16.2    0.258   0.038   0.011
 0.144   3.15   29.1    0.227   0.033   0.014
 0.144   4.78   29.1    0.242   0.030   0.010
 0.162   0.93    9.7    0.205   0.043   0.017
 0.162   1.22   16.2    0.290   0.054   0.014
 0.162   2.14   16.2    0.237   0.040   0.013
 0.162   3.30   29.1    0.297   0.037   0.015
 0.162   5.13   29.1    0.269   0.030   0.011
 0.182   0.97    9.7    0.298   0.045   0.018
 0.182   1.25   16.2    0.237   0.060   0.014
 0.182   2.25   16.2    0.258   0.043   0.014
 0.182   3.45   29.1    0.326   0.041   0.015
 0.182   5.49   29.1    0.309   0.031   0.011
 0.205   1.00    9.7    0.251   0.048   0.017
 0.205   1.29   16.2    0.305   0.066   0.016
 0.205   2.36   16.2    0.304   0.046   0.015
 0.205   3.59   29.1    0.278   0.045   0.015
 0.205   5.86   29.1    0.370   0.033   0.012
 0.230   1.03    9.7    0.335   0.050   0.018
 0.230   1.32   16.2    0.260   0.073   0.017
 0.230   2.47   16.2    0.381   0.050   0.016
 0.230   3.73   29.1    0.396   0.051   0.016
 0.230   6.23   29.1    0.272   0.036   0.013
 0.259   1.35   16.2    0.249   0.082   0.019
 0.259   2.57   16.2    0.496   0.055   0.017
 0.259   3.85   29.1    0.372   0.057   0.017
 0.259   6.60   29.1    0.480   0.039   0.014
 0.292   1.37   16.2    0.362   0.091   0.020
 0.292   2.67   16.2    0.515   0.061   0.017
 0.292   3.98   29.1    0.423   0.067   0.018
 0.292   6.97   29.1    0.409   0.043   0.016
 0.329   2.76   16.2    0.446   0.068   0.021
 0.329   4.09   29.1    0.468   0.079   0.019
 0.329   7.33   29.1    0.428   0.049   0.021
 0.370   2.85   16.2    0.594   0.077   0.024
 0.370   4.20   29.1    0.349   0.096   0.021
 0.370   7.69   29.1    0.448   0.057   0.023
 0.416   2.93   16.2    0.589   0.087   0.021
 0.416   4.30   29.1    0.681   0.118   0.023
 0.416   8.03   29.1    0.611   0.067   0.022
 0.468   3.01   16.2    0.677   0.101   0.028
 0.468   4.40   29.1    0.828   0.151   0.024
 0.468   8.37   29.1    0.589   0.082   0.025
 0.526   4.47   29.1    0.841   0.194   0.025
 0.526   8.67   29.1    0.678   0.102   0.028
 0.592   4.55   29.1    0.479   0.255   0.026
 0.592   8.98   29.1    0.695   0.133   0.031
 0.666   9.26   29.1    0.612   0.182   0.033
 0.749   9.52   29.1    0.914   0.273   0.041
